KEY_TOGGLE_MASTER_BATTERY	TOGGLE_MASTER_BATTERY	Toggles main battery switch	All aircraft
KEY_TOGGLE_MASTER_ALTERNATOR	TOGGLE_MASTER_ALTERNATOR	Toggles main alternator/generator switch	All aircraft
KEY_TOGGLE_ELECTRIC_VACUUM_PUMP	TOGGLE_ELECTRIC_VACUUM_PUMP	Toggles backup electric vacuum pump	Shared Cockpit
KEY_TOGGLE_ALTERNATE_STATIC	TOGGLE_ALTERNATE_STATIC	Toggles alternate static pressure port	All aircraft
KEY_DECISION_HEIGHT_DEC	DECREASE_DECISION_HEIGHT	Decrements decision height reference	Shared Cockpit
KEY_DECISION_HEIGHT_INC	INCREASE_DECISION_HEIGHT	Increments decision height reference	Shared Cockpit
KEY_TOGGLE_STRUCTURAL_DEICE	TOGGLE_STRUCTURAL_DEICE	Toggles structural deice switch	Shared Cockpit
KEY_TOGGLE_PROPELLER_DEICE	TOGGLE_PROPELLER_DEICE	Toggles propeller deice switch	Shared Cockpit
KEY_TOGGLE_ALTERNATOR1	TOGGLE_ALTERNATOR1	Toggles alternator/generator 1 switch	All aircraft
KEY_TOGGLE_ALTERNATOR2	TOGGLE_ALTERNATOR2	Toggles alternator/generator 2 switch	All aircraft
KEY_TOGGLE_ALTERNATOR3	TOGGLE_ALTERNATOR3	Toggles alternator/generator 3 switch	All aircraft
KEY_TOGGLE_ALTERNATOR4	TOGGLE_ALTERNATOR4	Toggles alternator/generator 4 switch	All aircraft
KEY_TOGGLE_MASTER_BATTERY_ALTERNATOR	TOGGLE_MASTER_BATTERY_ALTERNATOR	Toggles master battery and alternator switch	Shared Cockpit
KEY_AXIS_LEFT_BRAKE_SET	AXIS_LEFT_BRAKE_SET	Sets left brake position from axis controller (e.g. joystick). -16383 (0brakes) to +16383 (max brakes)	Shared Cockpit
KEY_AXIS_RIGHT_BRAKE_SET	AXIS_RIGHT_BRAKE_SET	Sets right brake position from axis controller (e.g. joystick). -16383 (0brakes) to +16383 (max brakes)	Shared Cockpit
KEY_TOGGLE_AIRCRAFT_EXIT	TOGGLE_AIRCRAFT_EXIT	Toggles primary door open/close. Follow by KEY_SELECT_2, etc for subsequent doors.	Shared Cockpit
KEY_TOGGLE_WING_FOLD	TOGGLE_WING_FOLD	Toggles wing folding	Shared Cockpit
KEY_SET_WING_FOLD	SET_WING_FOLD	Sets the wings into the folded position suitable for storage, typically on a carrier. Takes a value:1 -fold wings, 0 - unfold wings	Shared Cockpit
KEY_TOGGLE_TAIL_HOOK_HANDLE	TOGGLE_TAIL_HOOK_HANDLE	Toggles tail hook	Shared Cockpit
KEY_SET_TAIL_HOOK_HANDLE	SET_TAIL_HOOK_HANDLE	Sets the tail hook handle. Takes a value: 1 - set tail hook, 0 - retract tail hook	Shared Cockpit
KEY_TOGGLE_WATER_RUDDER	TOGGLE_WATER_RUDDER	Toggles water rudders	Shared Cockpit
KEY_PUSHBACK_SET	TOGGLE_PUSHBACK	Toggles pushback.	Shared Cockpit
KEY_TUG_HEADING	KEY_TUG_HEADING	Triggers tug and sets the desired heading. The units are a 32 bit integer (0 to4294967295) which represent 0 to 360 degrees. To set a 45 degree angle, for example, set the value to 4294967295 / 8.	Shared Cockpit
KEY_TUG_SPEED	KEY_TUG_SPEED	Triggers tug, and sets desired speed, in feet per second. The speed can be bothpositive (forward movement) and negative (backward movement).	Shared Cockpit
KEY_TUG_DISABLE	TUG_DISABLE	Disables tug	Shared Cockpit
KEY_TOGGLE_MASTER_IGNITION_SWITCH	TOGGLE_MASTER_IGNITION_SWITCH	Toggles master ignition switch	Shared Cockpit
KEY_TOGGLE_TAILWHEEL_LOCK	TOGGLE_TAILWHEEL_LOCK	Toggles tail wheel lock	Shared Cockpit
KEY_ADD_FUEL_QUANTITY	ADD_FUEL_QUANTITY	Adds fuel to the aircraft, 25% of capacity by default. 0 to 65535 (max fuel) canbe passed.	Shared Cockpit
KEY_TOW_PLANE_RELEASE	TOW_PLANE_RELEASE	Release a towed aircraft, usually a glider.	Shared Cockpit
KEY_REQUEST_TOW_PLANE	TOW_PLANE_REQUEST	Request a tow plane. The user aircraft must be tow-able, stationary, on the ground and not already attached for this to succeed.	Shared Cockpit
KEY_RELEASE_DROPPABLE_OBJECTS	RELEASE_DROPPABLE_OBJECTS	Release one droppable object. Multiple key events will release multiple objects.	Shared Cockpit
KEY_RETRACT_FLOAT_SWITCH_DEC	RETRACT_FLOAT_SWITCH_DEC	If the plane has retractable floats, moves the retract position from Extend to Neutral, or Neutral to Retract.	Shared Cockpit
KEY_RETRACT_FLOAT_SWITCH_INC	RETRACT_FLOAT_SWITCH_INC	If the plane has retractable floats, moves the retract position from Retract to Neutral, or Neutral to Extend.	Shared Cockpit
KEY_TOGGLE_WATER_BALLAST_VALVE	TOGGLE_WATER_BALLAST_VALVE	Turn the water ballast valve on or off.	Shared Cockpit
KEY_TOGGLE_VARIOMETER_SWITCH	TOGGLE_VARIOMETER_SWITCH	Turn the variometer on or off.	Shared Cockpit
KEY_TOGGLE_TURN_INDICATOR_SWITCH	TOGGLE_TURN_INDICATOR_SWITCH	Turn the turn indicator on or off.	Shared Cockpit
KEY_APU_STARTER	APU_STARTER	Start up the auxiliary power unit (APU).	Shared Cockpit
KEY_APU_OFF_SWITCH	APU_OFF_SWITCH	Turn the APU off.	Shared Cockpit
KEY_APU_GENERATOR_SWITCH_TOGGLE	APU_GENERATOR_SWITCH_TOGGLE	Turn the auxiliary generator on or off.	Shared Cockpit
KEY_APU_GENERATOR_SWITCH_SET	APU_GENERATOR_SWITCH_SET	Set the auxiliary generator switch (0,1).	Shared Cockpit
KEY_EXTINGUISH_ENGINE_FIRE	EXTINGUISH_ENGINE_FIRE	Takes a two digit argument.The first digit represents the fire extinguisher index, and the second represents the engine index.For example,11 would represent using bottle 1 on engine 1.21 would represent using bottle 2 on engine 1.Typical entries for a twin engine aircraft would be 11 and 22.	Shared Cockpit
KEY_HYDRAULIC_SWITCH_TOGGLE	HYDRAULIC_SWITCH_TOGGLE	Turn the hydraulic switch on or off.	Shared Cockpit
KEY_BLEED_AIR_SOURCE_CONTROL_INC	BLEED_AIR_SOURCE_CONTROL_INC	Increases the bleed air source control.	Shared Cockpit
KEY_BLEED_AIR_SOURCE_CONTROL_DEC	BLEED_AIR_SOURCE_CONTROL_DEC	Decreases the bleed air source control.	Shared Cockpit
KEY_BLEED_AIR_SOURCE_CONTROL_SET	BLEED_AIR_SOURCE_CONTROL_SET	Set to one of: 0: auto1: off2: apu3: engines	Shared Cockpit
KEY_TURBINE_IGNITION_SWITCH_TOGGLE	TURBINE_IGNITION_SWITCH_TOGGLE	Turn the turbine ignition switch on or off.	Shared Cockpit
KEY_CABIN_NO_SMOKING_ALERT_ SWITCH_TOGGLE	CABIN_NO_SMOKING_ALERT_ SWITCH_TOGGLE	"Turn the ""No smoking"" alert on or off."	Shared Cockpit
KEY_CABIN_SEATBELTS_ALERT_ SWITCH_TOGGLE	CABIN_SEATBELTS_ALERT_ SWITCH_TOGGLE	"Turn the ""Fasten seatbelts"" alert on or off."	Shared Cockpit
KEY_ANTISKID_BRAKES_TOGGLE	ANTISKID_BRAKES_TOGGLE	Turn the anti-skid braking system on or off.	Shared Cockpit
KEY_GPWS_SWITCH_TOGGLE	GPWS_SWITCH_TOGGLE	Turn the g round proximity warning system (GPWS) on or off.	Shared Cockpit
KEY_MANUAL_FUEL_PRESSURE_PUMP	MANUAL_FUEL_PRESSURE_PUMP	Activate the manual fuel pressure pump.	Shared Cockpit
KEY_ANNUNCIATOR_SWITCH_TOGGLE	ANNUNCIATOR_SWITCH_TOGGLE	Togles the annunciator switch.	Shared Cockpit
KEY_ANNUNCIATOR_SWITCH_ON	ANNUNCIATOR_SWITCH_ON	Turns on the annunciator switch.	Shared Cockpit
KEY_ANNUNCIATOR_SWITCH_OFF	ANNUNCIATOR_SWITCH_OFF	Turns off the annunciator switch.	Shared Cockpit
Event ID	String Name	Description	Multiplayer
KEY_STEERING_INC	STEERING_INC	Increments the nose wheel steering position by 5 percent.	Shared Cockpit
KEY_STEERING_DEC	STEERING_DEC	Decrements the nose wheel steering position by 5 percent.	Shared Cockpit
KEY_STEERING_SET	STEERING_SET	Sets the value of the nose wheel steering position. Zero is straight ahead(-16383, far left +16383, far right).	Shared Cockpit
Event ID	String Name	Description	Multiplayer
KEY_PRESSURIZATION_PRESSURE_ALT_INC	KEY_PRESSURIZATION_PRESSURE_ALT_INC	Increases the altitude that the cabin is pressurized to.	Shared Cockpit
KEY_PRESSURIZATION_PRESSURE_ALT_DEC	KEY_PRESSURIZATION_PRESSURE_ALT_DEC	Decreases the altitude that the cabin is pressurized to.	Shared Cockpit
KEY_PRESSURIZATION_CLIMB_RATE_INC	PRESSURIZATION_CLIMB_RATE_INC	Sets the rate at which cabin pressurization is increased.	Shared Cockpit
KEY_PRESSURIZATION_CLIMB_RATE_DEC	PRESSURIZATION_CLIMB_RATE_DEC	Sets the rate at which cabin pressurization is decreased.	Shared Cockpit
KEY_PRESSURIZATION_PRESSURE_DUMP _SWTICH	PRESSURIZATION_PRESSURE_DUMP _SWTICH	Sets the cabin pressure to the outside air pressure.	Shared Cockpit
Event ID	String Name	Description	Multiplayer
KEY_TAKEOFF_ASSIST_ARM_TOGGLE	TAKEOFF_ASSIST_ARM_TOGGLE	Deploy or remove the assist arm. Refer to the document Notes on Aircraft Systems.	Shared Cockpit
KEY_TAKEOFF_ASSIST_ARM_SET	TAKEOFF_ASSIST_ARM_SET	Value: TRUE request set FALSE request unset	Shared Cockpit
KEY_TAKEOFF_ASSIST_FIRE	TAKEOFF_ASSIST_FIRE	If everything is set up correctly. Launch from the catapult.	Shared Cockpit
KEY_TOGGLE_LAUNCH_BAR_SWITCH	TOGGLE_LAUNCH_BAR_SWITCH	Toggle the request for the launch bar to be installed or removed.	Shared Cockpit
KEY_SET_LAUNCHBAR_SWITCH	SET_LAUNCH_BAR_SWITCH	Value: TRUE request set FALSE request unset	Shared Cockpit
Event ID	String Name	Description	Multiplayer
KEY_ROTOR_BRAKE	ROTOR_BRAKE	Triggers rotor braking input	Shared Cockpit
KEY_ROTOR_CLUTCH_SWITCH_TOGGLE	ROTOR_CLUTCH_SWITCH_TOGGLE	Toggles on electric rotor clutch switch	Shared Cockpit
KEY_ROTOR_CLUTCH_SWITCH_SET	ROTOR_CLUTCH_SWITCH_SET	Sets electric rotor clutch switch on/off (1,0)	Shared Cockpit
KEY_ROTOR_GOV_SWITCH_TOGGLE	ROTOR_GOV_SWITCH_TOGGLE	Toggles the electric rotor governor switch	Shared Cockpit
KEY_ROTOR_GOV_SWITCH_SET	ROTOR_GOV_SWITCH_SET	Sets the electric rotor governor switch on/off (1,0)	Shared Cockpit
KEY_ROTOR_LATERAL_TRIM_INC	ROTOR_LATERAL_TRIM_INC	Increments the lateral (right) rotor trim	Shared Cockpit
KEY_ROTOR_LATERAL_TRIM_DEC	ROTOR_LATERAL_TRIM_DEC	Decrements the lateral (right) rotor trim	Shared Cockpit
KEY_ROTOR_LATERAL_TRIM_SET	ROTOR_LATERAL_TRIM_SET	Sets the lateral (right) rotor trim (0 to 16383)	Shared Cockpit
Event ID	String Name	Description	Multiplayer
KEY_SLING_PICKUP_RELEASE	SLING_PICKUP_RELEASE	Toggle between pickup and release mode. Hold mode is automatic and cannot be selected. Refer to the document Notes on Aircraft Systems.	Shared Cockpit
KEY_HOIST_SWITCH_EXTEND	HOIST_SWITCH_EXTEND	The rate at which a hoist cable extends is set in the Aircraft Configuration File.	Shared Cockpit
KEY_HOIST_SWITCH_RETRACT	HOIST_SWITCH_RETRACT	The rate at which a hoist cable retracts is set in the Aircraft Configuration File.	Shared Cockpit
KEY_HOIST_SWITCH_SET	HOIST_SWITCH_SET	The data value should be set to one of: <0 up=0 off >0 down	Shared Cockpit
KEY_HOIST_DEPLOY_TOGGLE	HOIST_DEPLOY_TOGGLE	Toggles the hoist arm switch, extend or retract.	Shared Cockpit
KEY_HOIST_DEPLOY_SET	HOIST_DEPLOY_SET	The data value should be set to: 0 - set hoist switch to retract the arm1 - set hoist switch to extend the arm	Shared Cockpit
Event ID	String Name	Description	Multiplayer
KEY_SLEW_TOGGLE	SLEW_TOGGLE	Toggles slew on/off	Shared Cockpit (Pilot only)
KEY_SLEW_OFF	SLEW_OFF	Turns slew off	Shared Cockpit (Pilot only)
KEY_SLEW_ON	SLEW_ON	Turns slew on	Shared Cockpit (Pilot only)
KEY_SLEW_SET	SLEW_SET	Sets slew on/off (1,0)	Shared Cockpit (Pilot only)
KEY_SLEW_RESET	SLEW_RESET	Stop slew and reset pitch, bank, and heading all to zero.	Shared Cockpit (Pilot only)
KEY_SLEW_ALTIT_UP_FAST	SLEW_ALTIT_UP_FAST	Slew upward fast	Shared Cockpit (Pilot only)
KEY_SLEW_ALTIT_UP_SLOW	SLEW_ALTIT_UP_SLOW	Slew upward slow	Shared Cockpit (Pilot only)
KEY_SLEW_ALTIT_FREEZE	SLEW_ALTIT_FREEZE	Stop vertical slew	Shared Cockpit (Pilot only)
KEY_SLEW_ALTIT_DN_SLOW	SLEW_ALTIT_DN_SLOW	Slew downward slow	Shared Cockpit (Pilot only)
KEY_SLEW_ALTIT_DN_FAST	SLEW_ALTIT_DN_FAST	Slew downward fast	Shared Cockpit (Pilot only)
KEY_SLEW_ALTIT_PLUS	SLEW_ALTIT_PLUS	Increase upward slew	Shared Cockpit (Pilot only)
KEY_SLEW_ALTIT_MINUS	SLEW_ALTIT_MINUS	Decrease upward slew	Shared Cockpit (Pilot only)
KEY_SLEW_PITCH_DN_FAST	SLEW_PITCH_DN_FAST	Slew pitch downward fast	Shared Cockpit (Pilot only)
KEY_SLEW_PITCH_DN_SLOW	SLEW_PITCH_DN_SLOW	Slew pitch downward slow	Shared Cockpit (Pilot only)
KEY_SLEW_PITCH_FREEZE	SLEW_PITCH_FREEZE	Stop pitch slew	Shared Cockpit (Pilot only)
KEY_SLEW_PITCH_UP_SLOW	SLEW_PITCH_UP_SLOW	Slew pitch up slow	Shared Cockpit (Pilot only)
KEY_SLEW_PITCH_UP_FAST	SLEW_PITCH_UP_FAST	Slew pitch upward fast	Shared Cockpit (Pilot only)
KEY_SLEW_PITCH_PLUS	SLEW_PITCH_PLUS	Increase pitch up slew	Shared Cockpit (Pilot only)
KEY_SLEW_PITCH_MINUS	SLEW_PITCH_MINUS	Decrease pitch up slew	Shared Cockpit (Pilot only)
KEY_SLEW_BANK_MINUS	SLEW_BANK_MINUS	Increase left bank slew	Shared Cockpit (Pilot only)
KEY_SLEW_AHEAD_PLUS	SLEW_AHEAD_PLUS	Increase forward slew	Shared Cockpit (Pilot only)
KEY_SLEW_BANK_PLUS	SLEW_BANK_PLUS	Increase right bank slew	Shared Cockpit (Pilot only)
KEY_SLEW_LEFT	SLEW_LEFT	Slew to the left	Shared Cockpit (Pilot only)
KEY_SLEW_FREEZE	SLEW_FREEZE	Stop all slew	Shared Cockpit (Pilot only)
KEY_SLEW_RIGHT	SLEW_RIGHT	Slew to the right	Shared Cockpit (Pilot only)
KEY_SLEW_HEADING_MINUS	SLEW_HEADING_MINUS	Increase slew heading to the left	Shared Cockpit (Pilot only)
KEY_SLEW_AHEAD_MINUS	SLEW_AHEAD_MINUS	Decrease forward slew	Shared Cockpit (Pilot only)
KEY_SLEW_HEADING_PLUS	SLEW_HEADING_PLUS	Increase slew heading to the right	Shared Cockpit (Pilot only)
KEY_AXIS_SLEW_AHEAD_SET	AXIS_SLEW_AHEAD_SET	Sets forward slew (+/- 16383)	Shared Cockpit (Pilot only)
KEY_AXIS_SLEW_SIDEWAYS_SET	AXIS_SLEW_SIDEWAYS_SET	Sets sideways slew (+/- 16383)	Shared Cockpit (Pilot only)
KEY_AXIS_SLEW_HEADING_SET	AXIS_SLEW_HEADING_SET	Sets heading slew (+/- 16383)	Shared Cockpit (Pilot only)
KEY_AXIS_SLEW_ALT_SET	AXIS_SLEW_ALT_SET	Sets vertical slew (+/- 16383)	Shared Cockpit (Pilot only)
KEY_AXIS_SLEW_BANK_SET	AXIS_SLEW_BANK_SET	Sets roll slew (+/- 16383)	Shared Cockpit (Pilot only)
KEY_AXIS_SLEW_PITCH_SET	AXIS_SLEW_PITCH_SET	Sets pitch slew (+/- 16383)	Shared Cockpit (Pilot only)
Event ID	String Name	Description	Multiplayer
KEY_VIEW_MODE	VIEW_MODE	Selects next view	Shared Cockpit
KEY_VIEW_WINDOW_TO_FRONT	VIEW_WINDOW_TO_FRONT	Sets active window to front	Shared Cockpit
KEY_VIEW_RESET	VIEW_RESET	Resets the view to the default	Shared Cockpit
KEY_VIEW_ALWAYS_PAN_UP	VIEW_ALWAYS_PAN_UP		Shared Cockpit
KEY_VIEW_ALWAYS_PAN_DOWN	VIEW_ALWAYS_PAN_DOWN		Shared Cockpit
KEY_NEXT_SUB_VIEW	NEXT_SUB_VIEW		Shared Cockpit
KEY_PREV_SUB_VIEW	PREV_SUB_VIEW		Shared Cockpit
KEY_VIEW_TRACK_PAN_TOGGLE	VIEW_TRACK_PAN_TOGGLE		Shared Cockpit
KEY_VIEW_PREVIOUS_TOGGLE	VIEW_PREVIOUS_TOGGLE		Shared Cockpit
KEY_VIEW_CAMERA_SELECT_STARTING	VIEW_CAMERA_SELECT_START		Shared Cockpit
KEY_PANEL_HUD_NEXT	PANEL_HUD_NEXT		Shared Cockpit
KEY_PANEL_HUD_PREVIOUS	PANEL_HUD_PREVIOUS		Shared Cockpit
KEY_ZOOM_IN	ZOOM_IN	Zooms view in	Shared Cockpit
KEY_ZOOM_OUT	ZOOM_OUT	Zooms view out	Shared Cockpit
KEY_MAP_ZOOM_FINE_IN	MAP_ZOOM_FINE_IN	Fine zoom in map view	Shared Cockpit
KEY_PAN_LEFT	PAN_LEFT	Pans view left	Shared Cockpit
KEY_PAN_RIGHT	PAN_RIGHT	Pans view right	Shared Cockpit
KEY_MAP_ZOOM_FINE_OUT	MAP_ZOOM_FINE_OUT	Fine zoom out in map view	Shared Cockpit
KEY_VIEW_FORWARD	VIEW_FORWARD	Sets view direction forward	Shared Cockpit
KEY_VIEW_FORWARD_RIGHT	VIEW_FORWARD_RIGHT	Sets view direction forward and right	Shared Cockpit
KEY_VIEW_RIGHT	VIEW_RIGHT	Sets view direction to the right	Shared Cockpit
KEY_VIEW_REAR_RIGHT	VIEW_REAR_RIGHT	Sets view direction to the rear and right	Shared Cockpit
KEY_VIEW_REAR	VIEW_REAR	Sets view direction to the rear	Shared Cockpit
KEY_VIEW_REAR_LEFT	VIEW_REAR_LEFT	Sets view direction to the rear and left	Shared Cockpit
KEY_VIEW_LEFT	VIEW_LEFT	Sets view direction to the left	Shared Cockpit
KEY_VIEW_FORWARD_LEFT	VIEW_FORWARD_LEFT	Sets view direction forward and left	Shared Cockpit
KEY_VIEW_DOWN	VIEW_DOWN	Sets view direction down	Shared Cockpit
KEY_ZOOM_MINUS	ZOOM_MINUS	Decreases zoom	Shared Cockpit
KEY_ZOOM_PLUS	ZOOM_PLUS	Increase zoom	Shared Cockpit
KEY_PAN_UP	PAN_UP	Pan view up	Shared Cockpit
KEY_PAN_DOWN	PAN_DOWN	Pan view down	Shared Cockpit
KEY_VIEW_MODE_REV	VIEW_MODE_REV	Reverse view cycle	Shared Cockpit
KEY_ZOOM_IN_FINE	ZOOM_IN_FINE	Zoom in fine	Shared Cockpit
KEY_ZOOM_OUT_FINE	ZOOM_OUT_FINE	Zoom out fine	Shared Cockpit
KEY_CLOSE_VIEW	CLOSE_VIEW	Close current view	Shared Cockpit
KEY_NEW_VIEW	NEW_VIEW	Open new view	Shared Cockpit
KEY_NEXT_VIEW	NEXT_VIEW	Select next view	Shared Cockpit
KEY_PREV_VIEW	PREV_VIEW	Select previous view	Shared Cockpit
KEY_PAN_LEFT_UP	PAN_LEFT_UP	Pan view left	Shared Cockpit
KEY_PAN_LEFT_DOWN	PAN_LEFT_DOWN	Pan view left and down	Shared Cockpit
KEY_PAN_RIGHT_UP	PAN_RIGHT_UP	Pan view right and up	Shared Cockpit
KEY_PAN_RIGHT_DOWN	PAN_RIGHT_DOWN	Pan view right and down	Shared Cockpit
KEY_PAN_TILT_LEFT	PAN_TILT_LEFT	Tilt view left	Shared Cockpit
KEY_PAN_TILT_RIGHT	PAN_TILT_RIGHT	Tilt view right	Shared Cockpit
KEY_PAN_RESET	PAN_RESET	Reset view to forward	Shared Cockpit
KEY_VIEW_FORWARD_UP	VIEW_FORWARD_UP	Sets view forward and up	Shared Cockpit
KEY_VIEW_FORWARD_RIGHT_UP	VIEW_FORWARD_RIGHT_UP	Sets view forward, right, and up	Shared Cockpit
KEY_VIEW_RIGHT_UP	VIEW_RIGHT_UP	Sets view right and up	Shared Cockpit
KEY_VIEW_REAR_RIGHT_UP	VIEW_REAR_RIGHT_UP	Sets view rear, right, and up	Shared Cockpit
KEY_VIEW_REAR_UP	VIEW_REAR_UP	Sets view rear and up	Shared Cockpit
KEY_VIEW_REAR_LEFT_UP	VIEW_REAR_LEFT_UP	Sets view rear left and up	Shared Cockpit
KEY_VIEW_LEFT_UP	VIEW_LEFT_UP	Sets view left and up	Shared Cockpit
KEY_VIEW_FORWARD_LEFT_UP	VIEW_FORWARD_LEFT_UP	Sets view forward left and up	Shared Cockpit
KEY_VIEW_UP	VIEW_UP	Sets view up	Shared Cockpit
KEY_VIEW_RESET	VIEW_RESET	Reset view forward	Shared Cockpit
KEY_PAN_RESET_COCKPIT	PAN_RESET_COCKPIT	Reset panning to forward, if in cockpit view	Shared Cockpit
KEY_CHASE_VIEW_NEXT	KEY_CHASE_VIEW_NEXT	Cycle view to next target	Shared Cockpit
KEY_CHASE_VIEW_PREV	KEY_CHASE_VIEW_PREV	Cycle view to previous target	Shared Cockpit
KEY_CHASE_VIEW_TOGGLE	CHASE_VIEW_TOGGLE	Toggles chase view on/off	Shared Cockpit
KEY_EYEPOINT_UP	EYEPOINT_UP	Move eyepoint up	Shared Cockpit
KEY_EYEPOINT_DOWN	EYEPOINT_DOWN	Move eyepoint down	Shared Cockpit
KEY_EYEPOINT_RIGHT	EYEPOINT_RIGHT	Move eyepoint right	Shared Cockpit
KEY_EYEPOINT_LEFT	EYEPOINT_LEFT	Move eyepoint left	Shared Cockpit
KEY_EYEPOINT_FORWARD	EYEPOINT_FORWARD	Move eyepoint forward	Shared Cockpit
KEY_EYEPOINT_BACK	EYEPOINT_BACK	Move eyepoint backward	Shared Cockpit
KEY_EYEPOINT_RESET	EYEPOINT_RESET	Move eyepoint to default position	Shared Cockpit
KEY_NEW_MAP	NEW_MAP	Opens new map view	Shared Cockpit
KEY_VIEW_COCKPIT_FORWARD	VIEW_COCKPIT_FORWARD	Switch immediately to the forward view, in 2D mode.	Shared Cockpit
KEY_VIEW_VIRTUAL_COCKPIT_FORWARD	VIEW_VIRTUAL_COCKPIT_FORWARD	Switch immediately to the forward view, in virtual cockpit mode.	Shared Cockpit
KEY_VIEW_PANEL_ALPHA_SET	VIEW_PANEL_ALPHA_SET	Sets the alpha-blending value for the panel. Takes a parameter in the range 0to 255. The alpha-blending can be changed from the keyboard using Ctrl-Shift-T,and the plus and minus keys.	Shared Cockpit
KEY_VIEW_PANEL_ALPHA_SELECT	VIEW_PANEL_ALPHA_SELECT	Sets the mode to change the alpha-blending, so the keys KEY_PLUS and KEY_MINUS increment and decrement the value.	Shared Cockpit
KEY_VIEW_PANEL_ALPHA_INC	VIEW_PANEL_ALPHA_INC	Increment alpha-blending for the panel.	Shared Cockpit
KEY_VIEW_PANEL_ALPHA_DEC	VIEW_PANEL_ALPHA_DEC	Decrement alpha-blending for the panel.	Shared Cockpit
KEY_VIEW_LINKING_SET	VIEW_LINKING_SET	Links all the views from one camera together, so that panning the view will change the view of all the linked cameras.	Shared Cockpit
KEY_VIEW_LINKING_TOGGLE	VIEW_LINKING_TOGGLE	Turns view linking on or off.	Shared Cockpit
KEY_VIEW_CHASE_DISTANCE_ADD	VIEW_CHASE_DISTANCE_ADD	Increments the distance of the view camera from the chase object (such as in Spot Plane view, or viewing an AI controlled aircraft).	Shared Cockpit
KEY_VIEW_CHASE_DISTANCE_SUB	VIEW_CHASE_DISTANCE_SUB	Decrements the distance of the view camera from the chase object.	Shared Cockpit
Event ID	String Name	Description	Multiplayer
KEY_PAUSE_TOGGLE	PAUSE_TOGGLE	Toggles pause on/off	Disabled
KEY_PAUSE_ON	PAUSE_ON	Turns pause on	Disabled
KEY_PAUSE_OFF	PAUSE_OFF	Turns pause off	Disabled
KEY_PAUSE_SET	PAUSE_SET	Sets pause on/off (1,0)	Disabled
KEY_DEMO_STOP	DEMO_STOP	Stops demo system playback	Shared Cockpit
KEY_SELECT_1	SELECT_1	"Sets ""selected"" index (for other events) to 1"	Shared Cockpit
KEY_SELECT_2	SELECT_2	"Sets ""selected"" index (for other events) to 2"	Shared Cockpit
KEY_SELECT_3	SELECT_3	"Sets ""selected"" index (for other events) to 3"	Shared Cockpit
KEY_SELECT_4	SELECT_4	"Sets ""selected"" index (for other events) to 4"	Shared Cockpit
KEY_MINUS	MINUS	"Used in conjunction with ""selected"" parameters to decrease their value (e.g.,radio frequency)"	Shared Cockpit
KEY_PLUS	PLUS	"Used in conjunction with ""selected"" parameters to increase their value (e.g.,radio frequency)"	Shared Cockpit
KEY_ZOOM_1X	ZOOM_1X	Sets zoom level to 1	Shared Cockpit
KEY_SOUND_TOGGLE	SOUND_TOGGLE	Toggles sound on/off	Shared Cockpit
KEY_SIM_RATE	SIM_RATE	Selects simulation rate (use KEY_MINUS, KEY_PLUS to change)	Shared Cockpit
KEY_JOYSTICK_CALIBRATE	JOYSTICK_CALIBRATE	Toggles joystick on/off	Shared Cockpit
KEY_SITUATION_SAVE	SITUATION_SAVE	Saves flight situation	Shared Cockpit
KEY_SITUATION_RESET	SITUATION_RESET	Resets flight situation	Shared Cockpit
KEY_SOUND_SET	SOUND_SET	Sets sound on/off (1,0)	Shared Cockpit
KEY_EXIT	EXIT	Quit ESP with a message	Shared Cockpit
KEY_ABORT	ABORT	Quit ESP without a message	Shared Cockpit
KEY_READOUTS_SLEW	READOUTS_SLEW	Cycle through information readouts while in slew	Shared Cockpit
KEY_READOUTS_FLIGHT	READOUTS_FLIGHT	Cycle through information readouts	Shared Cockpit
KEY_MINUS_SHIFT	MINUS_SHIFT	Used with other events	Shared Cockpit
KEY_PLUS_SHIFT	PLUS_SHIFT	Used with other events	Shared Cockpit
KEY_SIM_RATE_INCR	SIM_RATE_INCR	Increase sim rate	Shared Cockpit
KEY_SIM_RATE_DECR	SIM_RATE_DECR	Decrease sim rate	Shared Cockpit
KEY_KNEEBOARD	KNEEBOARD_VIEW	Toggles kneeboard	Shared Cockpit
KEY_PANEL_1	PANEL_1	Toggles panel 1	Shared Cockpit
KEY_PANEL_2	PANEL_2	Toggles panel 2	Shared Cockpit
KEY_PANEL_3	PANEL_3	Toggles panel 3	Shared Cockpit
KEY_PANEL_4	PANEL_4	Toggles panel 4	Shared Cockpit
KEY_PANEL_5	PANEL_5	Toggles panel 5	Shared Cockpit
KEY_PANEL_6	PANEL_6	Toggles panel 6	Shared Cockpit
KEY_PANEL_7	PANEL_7	Toggles panel 7	Shared Cockpit
KEY_PANEL_8	PANEL_8	Toggles panel 8	Shared Cockpit
KEY_PANEL_9	PANEL_9	Toggles panel 9	Shared Cockpit
KEY_SOUND_ON	SOUND_ON	Turns sound on	Shared Cockpit
KEY_SOUND_OFF	SOUND_OFF	Turns sound off	Shared Cockpit
KEY_INVOKE_HELP	INVOKE_HELP	Brings up Help system	Shared Cockpit
KEY_TOGGLE_AIRCRAFT_LABELS	TOGGLE_AIRCRAFT_LABELS	Toggles aircraft labels	Shared Cockpit
